,index,County,X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,Census_Tract,GEOID,total_pop_estimate,white_estimate,black_estimate,native_american_estimate,asian_estimate,pacific_islander_estimate,other_race_estimate,two_or_more_estimate,med_inc_estimate,total_pop_moe,white_moe,black_moe,native_american_moe,asian_moe,pacific_islander_moe,other_race_moe,two_or_more_moe,med_inc_moe,black_percentage
17,746,Athens County,-80.938224,41.773932,15100,A2103002,SPIRE ACADEMY,5201 SPIRE CIR,GENEVA,OH,44041,39,39007,Ashtabula County,41,41.773932,-80.938224,11780,"Ashtabula, OH",2,184,"Cleveland-Akron-Canton, OH",N,N,3914,39099,39032,2021-2022,39009973600,39009,61276,55686,1557,69,1604,19,218,2123,48750,,194,163,48,222,27,147,278,3695,0.025409622037992036
125,2112,Butler County,-84.383161,39.39646,15119,A0701816,MOTHER TERESA CATHOLIC ELEMENTARY,7197 MOTHER TERESA LN,LIBERTY TOWNSHIP,OH,45044,39,39017,Butler County,21,39.39646,-84.383161,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017014700,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
126,2113,Butler County,-84.460021,39.34848,15120,A1101843,"KINDER GARDEN SCHOOL, WEST CHESTER",8374 PRINCETON GLENDALE RD STE 5,WEST CHESTER,OH,45069,39,39017,Butler County,21,39.34848,-84.460021,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017011005,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
128,2115,Butler County,-84.385386,39.378285,15125,A2102999,ROYAL REDEEMER LUTHERAN PRESCHOOL,7127 DUTCHLAND PKWY,LIBERTY TWP,OH,45044,39,39017,Butler County,21,39.378285,-84.385386,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017010909,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
129,2116,Butler County,-84.502951,39.36113,15126,A9503228,FARMVIEW MONTESSORI GARDEN,3501 TYLERSVILLE RD,HAMILTON,OH,45011,39,39017,Butler County,21,39.36113,-84.502951,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017011120,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
130,2117,Butler County,-84.566911,39.40801,15118,A0304096,ST PETER IN CHAINS SCHOOL,451 RIDGELAWN AVE,HAMILTON,OH,45013,39,39017,Butler County,21,39.40801,-84.566911,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017011122,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
132,2119,Butler County,-84.753801,39.51617,15115,2118586,MCGUFFEY MONTESSORI SCHOOL,5128 WESTGATE DR,OXFORD,OH,45056,39,39017,Butler County,31,39.51617,-84.753801,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39053,39004,2021-2022,39017010102,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
133,2120,Butler County,-84.362501,39.52844,15116,2121282,ST JOHN XXIII CATHOLIC SCHOOL,3806 MANCHESTER RD,MIDDLETOWN,OH,45042,39,39017,Butler County,23,39.52844,-84.362501,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39053,39004,2021-2022,39017011125,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
138,2125,Butler County,-84.385086,39.348473,15117,A0304095,INTERNATIONAL ACADEMY OF CINCINNATI,8094 PLANTATION DR,WEST CHESTER,OH,45069,39,39017,Butler County,21,39.348473,-84.385086,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017014700,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
142,2129,Butler County,-84.592711,39.3943,15114,1895214,STEPHEN T BADIN HIGH SCHOOL,571 HAMILTON NEW LONDON RD,HAMILTON,OH,45013,39,39017,Butler County,21,39.3943,-84.592711,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017012700,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
147,2134,Butler County,-84.459651,39.36392,15123,A1503028,THE GODDARD SCHOOL - WEST CHESTER,7739 PRINCETON GLENDALE RD,HAMILTON,OH,45011,39,39017,Butler County,21,39.36392,-84.459651,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017011120,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
148,2135,Butler County,-84.567111,39.33798,15110,1055922,SACRED HEART OF JESUS ELEMENTARY SCHOOL,400 NILLES RD,FAIRFIELD,OH,45014,39,39017,Butler County,21,39.33798,-84.567111,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017000200,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
150,2137,Butler County,-84.570131,39.40944,15122,A1502922,MAIN STREET SCHOOLHOUSE- INC,200 N F ST STE 1,HAMILTON,OH,45013,39,39017,Butler County,21,39.40944,-84.570131,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017011122,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
155,2142,Butler County,-84.525531,39.39209,15121,A1390288,FAIRFIELD CHRISTIAN SCHOOL,2470 PRINCETON RD,HAMILTON,OH,45011,39,39017,Butler County,21,39.39209,-84.525531,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39052,39004,2021-2022,39017011112,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
157,2144,Butler County,-84.565091,39.39083,15112,1055977,ST JOSEPH CONSOLIDATED SCHOOL,925 S 2ND ST,HAMILTON,OH,45011,39,39017,Butler County,21,39.39083,-84.565091,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3908,39051,39004,2021-2022,39017014800,21031,12365,11869,64,9,83,0,77,263,47589,,145,60,14,57,19,107,119,5577,0.0051758997169429844
500,6143,Greene County,-83.884141,39.79544,15427,1064336,THE ANTIOCH SCHOOL,1160 CORRY ST,YELLOW SPRINGS,OH,45387,39,39057,Greene County,31,39.79544,-83.884141,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39073,39010,2021-2022,39057255000,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
506,6149,Greene County,-84.058041,39.73296,15431,A1502831,CREATIVE WORLD OF MONTESSORI BEAVERCREEK,1481 N FAIRFIELD RD,BEAVERCREEK,OH,45432,39,39057,Greene County,21,39.73296,-84.058041,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39073,39010,2021-2022,39057210605,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
511,6154,Greene County,-84.055841,39.731468,15426,1055875,ST LUKE CATHOLIC ELEMENTARY SCHOOL,1442 N FAIRFIELD RD,BEAVERCREEK,OH,45432,39,39057,Greene County,21,39.731468,-84.055841,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39073,39010,2021-2022,39057200500,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
514,6157,Greene County,-84.054911,39.7438,15432,A9707465,BEAVERCREEK CHRISTIAN LEARNING CENTER,1850 N FAIRFIELD RD,BEAVERCREEK,OH,45432,39,39057,Greene County,21,39.7438,-84.054911,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39073,39010,2021-2022,39057210300,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
515,6158,Greene County,-84.044311,39.73545,15430,A0502705,BRIGHT BEGINNINGS ELEMENTARY,2973 LANTZ RD,BEAVERCREEK,OH,45434,39,39057,Greene County,21,39.73545,-84.044311,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39073,39010,2021-2022,39057210201,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
522,6165,Greene County,-81.069301,41.42507,15424,A1903458,ENOS A MILLER,15860 SHEDD RD,MIDDLEFIELD,OH,44062,39,39055,Geauga County,41,41.42507,-81.069301,17460,"Cleveland-Elyria, OH",1,184,"Cleveland-Akron-Canton, OH",N,N,3914,39076,39018,2021-2022,39057240100,28041,13672,9781,3478,96,1,0,52,264,50000,,84,125,70,2,22,58,129,7358,0.25438853130485667
534,6302,Hamilton County,-84.398315,39.204864,15514,A2102994,OHR TORAH CINCINNATI,4131 MATSON AVE,CINCINNATI,OH,45236,39,39061,Hamilton County,21,39.204864,-84.398315,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061006502,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
535,6303,Hamilton County,-84.471768,39.127995,15513,A2102971,THE SEVEN HILLS SCHOOL -DOHERTY CAMPUS,2726 JOHNSTONE PL,CINCINNATI,OH,45206,39,39061,Hamilton County,11,39.127995,-84.471768,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061010201,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
536,6304,Hamilton County,-84.500581,39.29813,15496,A1502812,CALVARY ACADEMY- THE,11970 KENN RD,CINCINNATI,OH,45240,39,39061,Hamilton County,21,39.29813,-84.500581,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061025102,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
537,6305,Hamilton County,-84.650751,39.15658,15493,A0902564,CHILDRENS HOUSE-KDG-BRIDGETOWN,6155 BRIDGETOWN RD,CINCINNATI,OH,45248,39,39061,Hamilton County,21,39.15658,-84.650751,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061023201,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
538,6306,Hamilton County,-84.355051,39.0693,15490,A0502739,KINDERCARE LEANING CENTER,1069 NIMITZVIEW DR,CINCINNATI,OH,45230,39,39061,Hamilton County,21,39.0693,-84.355051,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061025103,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
539,6307,Hamilton County,-84.430831,39.12686,15477,1056788,CARDINAL PACELLI ELEMENTARY SCHOOL,927 ELLISON AVE,CINCINNATI,OH,45226,39,39061,Hamilton County,11,39.12686,-84.430831,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061003000,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
541,6309,Hamilton County,-84.449721,39.21537,15495,A0902602,STS PETER & PAUL ACADEMY,231 CLARK RD,READING,OH,45215,39,39061,Hamilton County,21,39.21537,-84.449721,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061021202,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
544,6312,Hamilton County,-84.522751,39.12454,15502,A1503041,UNIVERSAL MUSLIM ACADEMY,2232 STRATFORD AVE,CINCINNATI,OH,45219,39,39061,Hamilton County,11,39.12454,-84.522751,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061025102,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
545,6313,Hamilton County,-84.624173,39.158425,15511,A1990613,ST ALOYSIUS,4390 BRIDGETOWN RD,CINCINNATI,OH,45211,39,39061,Hamilton County,21,39.158425,-84.624173,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061023702,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
546,6314,Hamilton County,-84.599491,39.11719,15510,A1903502,ST TERESA OF AVILA SCHOOL,1194 RULISON AVE,CINCINNATI,OH,45238,39,39061,Hamilton County,11,39.11719,-84.599491,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061007100,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
548,6316,Hamilton County,-84.336357,39.276702,15488,A0302449,CINCINNATI HILLS CHRISTIAN ACADEMY,8283 E KEMPER RD,CINCINNATI,OH,45249,39,39061,Hamilton County,21,39.276702,-84.336357,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061022602,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
549,6317,Hamilton County,-84.363201,39.24128,15499,A1502985,SKYWARD ACADEMY,9994 ZIG ZAG RD,CINCINNATI,OH,45242,39,39061,Hamilton County,21,39.24128,-84.363201,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061002000,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
550,6318,Hamilton County,-84.377051,39.08591,15471,1056664,ARCHBISHOP MCNICHOLAS HIGH SCHOOL,6536 BEECHMONT AVE,CINCINNATI,OH,45230,39,39061,Hamilton County,11,39.08591,-84.377051,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061008202,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
553,6321,Hamilton County,-84.398315,39.204864,15506,A1903408,AL PI DARKO INITIATIVE BDA OHR TORAH CINCINNATI,4131 MATSON AVE,CINCINNATI,OH,45236,39,39061,Hamilton County,21,39.204864,-84.398315,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061023300,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
554,6322,Hamilton County,-84.480379,39.123448,15436,1055172,MERCY MONTESSORI CENTER,2335 GRANDVIEW AVE,CINCINNATI,OH,45206,39,39061,Hamilton County,11,39.123448,-84.480379,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061020705,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
555,6323,Hamilton County,-84.468891,39.273377,15445,1055365,ST GABRIEL CONSOLIDATED SCHOOL,18 W SHARON RD,CINCINNATI,OH,45246,39,39061,Hamilton County,21,39.273377,-84.468891,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061024100,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
556,6324,Hamilton County,-84.627471,39.13541,15494,A0902575,HILLSIDE CHRISTIAN ACADEMY,5554 MUDDY CREEK RD,CINCINNATI,OH,45238,39,39061,Hamilton County,21,39.13541,-84.627471,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061021501,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
557,6325,Hamilton County,-84.588931,39.25559,15492,A0701809,HEAVEN'S TREASURES ACADEMY,3308 SPRINGDALE RD,CINCINNATI,OH,45251,39,39061,Hamilton County,21,39.25559,-84.588931,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39029,39008,2021-2022,39061021102,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
559,6327,Hamilton County,-84.481621,39.124769,15501,A1503013,ST URSULA ACADEMY,1339 E MCMILLAN ST,CINCINNATI,OH,45206,39,39061,Hamilton County,11,39.124769,-84.481621,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061005600,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
561,6329,Hamilton County,-84.380351,39.14627,15473,1056697,CINCINNATI WALDORF SCHOOL,6743 CHESTNUT ST,CINCINNATI,OH,45227,39,39061,Hamilton County,21,39.14627,-84.380351,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061024800,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
562,6330,Hamilton County,-84.370531,39.24957,15459,1055682,URSULINE ACADEMY OF CINCINNATI,5535 PFEIFFER RD,CINCINNATI,OH,45242,39,39061,Hamilton County,21,39.24957,-84.370531,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061026103,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
563,6331,Hamilton County,-84.390555,39.149307,15500,A1503004,ST EDMUND CAMPION ACADEMY,6000 MURRAY AVE,CINCINNATI,OH,45227,39,39061,Hamilton County,11,39.149307,-84.390555,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061002600,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
564,6332,Hamilton County,-84.469301,39.17144,15491,A0502763,ST ALOYSIUS EDUCATION CENTER,4721 READING RD,CINCINNATI,OH,45237,39,39061,Hamilton County,11,39.17144,-84.469301,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39033,39009,2021-2022,39061020505,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
566,6334,Hamilton County,-81.351801,40.12482,15435,A0902559,ANTRIM MENNONITE SCHOOL,20360 CADIZ RD,FREEPORT,OH,43973,39,39059,Guernsey County,42,40.12482,-81.351801,15740,"Cambridge, OH",2,198,"Columbus-Marion-Zanesville, OH",N,N,3906,39097,39020,2021-2022,39061022101,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
568,6336,Hamilton County,-84.720981,39.247061,15498,A1502936,MT. HOPE CHRISTIAN ACADEMY,9200 STRIMPLE RD,HARRISON,OH,45030,39,39061,Hamilton County,41,39.247061,-84.720981,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39029,39008,2021-2022,39061023902,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
569,6337,Hamilton County,-84.485901,39.24578,15508,A1903439,HILLCREST ACADEMY,246 BONHAM RD,CINCINNATI,OH,45215,39,39061,Hamilton County,21,39.24578,-84.485901,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061020601,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
572,6340,Hamilton County,-84.475001,39.13094,15464,1056529,PURCELL MARIAN HIGH SCHOOL,2935 HACKBERRY ST,CINCINNATI,OH,45206,39,39061,Hamilton County,11,39.13094,-84.475001,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061021303,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
575,6343,Hamilton County,-84.454271,39.265513,15478,1063773,BETHANY SCHOOL,555 ALBION AVE,CINCINNATI,OH,45246,39,39061,Hamilton County,21,39.265513,-84.454271,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061024002,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
577,6345,Hamilton County,-84.383051,39.1974,15455,1055616,ST VINCENT FERRER SCHOOL,7754 MONTGOMERY RD,CINCINNATI,OH,45236,39,39061,Hamilton County,21,39.1974,-84.383051,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061009700,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
578,6346,Hamilton County,-84.510161,39.23739,15438,1055241,JOHN PAUL II CATHOLIC SCHOOL,9375 WINTON RD,CINCINNATI,OH,45231,39,39061,Hamilton County,21,39.23739,-84.510161,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061027700,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
579,6347,Hamilton County,-84.450281,39.19337,15507,A1903410,ATARA GIRLS HIGH SCHOOL,6701 ELBROOK AVE,CINCINNATI,OH,45237,39,39061,Hamilton County,21,39.19337,-84.450281,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061022500,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
581,6349,Hamilton County,-84.405681,39.16441,15517,A9503238,THE CHILDRENS HOME,5050 MADISON RD,CINCINNATI,OH,45227,39,39061,Hamilton County,11,39.16441,-84.405681,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061022302,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
582,6350,Hamilton County,-84.500521,39.16557,15462,1056369,ST CLEMENT ELEMENTARY SCHOOL,4534 VINE ST,SAINT BERNARD,OH,45217,39,39061,Hamilton County,21,39.16557,-84.500521,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061009800,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
583,6351,Hamilton County,-84.469371,39.2268,15489,A0307887,TERRY S MONTESSORI SCHOOL,209 WYOMING AVE,CINCINNATI,OH,45215,39,39061,Hamilton County,21,39.2268,-84.469371,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061006400,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
584,6352,Hamilton County,-84.374531,39.15414,15487,A0108669,THE GOOD SHEPHERD CATHOLIC MONTESSORI,4460 BERWICK ST,CINCINNATI,OH,45227,39,39061,Hamilton County,21,39.15414,-84.374531,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061022302,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
