,index,County,X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,Census_Tract,GEOID,total_pop_estimate,white_estimate,black_estimate,native_american_estimate,asian_estimate,pacific_islander_estimate,other_race_estimate,two_or_more_estimate,med_inc_estimate,total_pop_moe,white_moe,black_moe,native_american_moe,asian_moe,pacific_islander_moe,other_race_moe,two_or_more_moe,med_inc_moe,black_percentage
585,6353,Hamilton County,-84.600331,39.20416,15448,1055398,ST JAMES THE GREATER SCHOOL,6111 CHEVIOT RD,CINCINNATI,OH,45247,39,39061,Hamilton County,21,39.20416,-84.600331,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061020502,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
588,6356,Hamilton County,-84.668886,39.145641,15466,1056573,OUR LADY OF THE VISITATION SCHOOL,3180 S RD,CINCINNATI,OH,45248,39,39061,Hamilton County,21,39.145641,-84.668886,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061005702,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
589,6357,Hamilton County,-84.545474,39.165216,15439,1055263,ST BONIFACE SCHOOL,4305 PITTS AVE,CINCINNATI,OH,45223,39,39061,Hamilton County,11,39.165216,-84.545474,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061010202,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
590,6358,Hamilton County,-84.553521,39.20097,15472,1056675,MERCY MCAULEY HIGH SCHOOL,6000 OAKWOOD AVE,CINCINNATI,OH,45224,39,39061,Hamilton County,11,39.20097,-84.553521,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061020811,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
591,6359,Hamilton County,-84.450591,39.19173,15481,1064573,CINCINNATI HEBREW DAY SCHOOL,2222 LOSANTIVILLE AVE,CINCINNATI,OH,45237,39,39061,Hamilton County,21,39.19173,-84.450591,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061001800,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
593,6361,Hamilton County,-84.449282,39.158035,15522,BB170297,IMMACULATE CONCEPTION ACADEMY,4510 FLORAL AVE,CINCINNATI,OH,45212,39,39061,Hamilton County,21,39.158035,-84.449282,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061006800,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
594,6362,Hamilton County,-84.396691,39.21058,15520,AA000746,LINDEN GROVE SCHOOL,4122 MYRTLE AVE,CINCINNATI,OH,45236,39,39061,Hamilton County,21,39.21058,-84.396691,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061021001,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
595,6363,Hamilton County,-84.513551,39.12845,15476,1056777,CORRYVILLE CATHOLIC ELEMENTARY SCHOOL,108 CALHOUN ST,CINCINNATI,OH,45219,39,39061,Hamilton County,11,39.12845,-84.513551,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061004703,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
596,6364,Hamilton County,-84.487451,39.15663,15516,A9105220,THE NEW SCHOOL MONTESSORI,3 BURTON WOODS LN,CINCINNATI,OH,45229,39,39061,Hamilton County,11,39.15663,-84.487451,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39033,39009,2021-2022,39061024322,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
597,6365,Hamilton County,-84.429621,39.22065,15469,1056631,MOUNT NOTRE DAME HIGH SCHOOL,711 E COLUMBIA AVE,CINCINNATI,OH,45215,39,39061,Hamilton County,21,39.22065,-84.429621,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061024002,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
600,6368,Hamilton County,-84.586321,39.10814,15457,1055638,ST WILLIAM SCHOOL,4125 SAINT WILLIAMS AVE,CINCINNATI,OH,45205,39,39061,Hamilton County,11,39.10814,-84.586321,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061004900,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
605,6373,Hamilton County,-84.586692,39.189176,15474,1056711,LA SALLE HIGH SCHOOL,3091 N BEND RD,CINCINNATI,OH,45239,39,39061,Hamilton County,21,39.189176,-84.586692,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061009300,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
606,6374,Hamilton County,-84.357331,39.22072,15470,1056653,ARCH BISHOP MOELLER HIGH SCHOOL,9001 MONTGOMERY RD,CINCINNATI,OH,45242,39,39061,Hamilton County,21,39.22072,-84.357331,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061004602,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
607,6375,Hamilton County,-84.505491,39.1158,15480,1064449,ALDERSGATE CHRISTIAN ACADEMY,521 CHANNING ST,CINCINNATI,OH,45202,39,39061,Hamilton County,11,39.1158,-84.505491,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061023400,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
609,6377,Hamilton County,-84.402741,39.16402,15483,1065012,THE SEVEN HILLS SCHOOL,5400 RED BANK RD,CINCINNATI,OH,45227,39,39061,Hamilton County,11,39.16402,-84.402741,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39031,39009,2021-2022,39061007000,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
610,6378,Hamilton County,-84.461431,39.12383,15524,K9304413,MONTESSORI CENTER ROOM,2505 RIVERSIDE DR,CINCINNATI,OH,45202,39,39061,Hamilton County,11,39.12383,-84.461431,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061026600,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
611,6379,Hamilton County,-84.535885,39.146326,15505,A1792070,DEPAUL CRISTO REY HIGH SCHOOL,1133 CLIFTON HILLS AVE,CINCINNATI,OH,45220,39,39061,Hamilton County,11,39.146326,-84.535885,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061023702,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
613,6381,Hamilton County,-84.425081,39.11904,15454,1055591,ST URSULA VILLA SCHOOL,3660 VINEYARD PL,CINCINNATI,OH,45226,39,39061,Hamilton County,11,39.11904,-84.425081,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061004703,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
615,6383,Hamilton County,-84.617982,39.137679,15515,A2193109,OUR LADY OF LOURDES,3450 LUMARDO AVE,CINCINNATI,OH,45238,39,39061,Hamilton County,11,39.137679,-84.617982,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061005500,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
616,6384,Hamilton County,-84.444599,39.255898,15485,1607873,ST RITA SCHOOL FOR THE DEAF,1720 GLENDALE MILFORD RD,CINCINNATI,OH,45215,39,39061,Hamilton County,21,39.255898,-84.444599,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061020504,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
617,6385,Hamilton County,-84.517211,39.15306,15484,1065238,CLIFTON CHRISTIAN ACADEMY,3798 CLIFTON AVE,CINCINNATI,OH,45220,39,39061,Hamilton County,11,39.15306,-84.517211,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39031,39009,2021-2022,39061023100,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
619,6387,Hamilton County,-84.579231,39.12144,15463,1056518,RESURRECTION SCHOOL,1740 ILIFF AVE,CINCINNATI,OH,45205,39,39061,Hamilton County,11,39.12144,-84.579231,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061004100,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
620,6388,Hamilton County,-84.363981,39.20948,15479,1063875,ROCKWERN ACADEMY,8401 MONTGOMERY RD,CINCINNATI,OH,45236,39,39061,Hamilton County,21,39.20948,-84.363981,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39028,39008,2021-2022,39061022200,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
623,6391,Hamilton County,-84.613401,39.15428,15452,1055503,ST MARTIN OF TOURS ELEMENTARY SCHOOL,3729 HARDING AVE,CINCINNATI,OH,45211,39,39061,Hamilton County,21,39.15428,-84.613401,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39030,39008,2021-2022,39061022200,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
629,6397,Hamilton County,-84.515601,39.11299,15444,1055354,ST FRANCIS SERAPH SCHOOL,14 E LIBERTY ST,CINCINNATI,OH,45202,39,39061,Hamilton County,11,39.11299,-84.515601,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39032,39009,2021-2022,39061022400,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
630,6398,Hamilton County,-84.519211,39.21262,15482,1064777,CENTRAL BAPTIST ACADEMY,7645 WINTON RD,CINCINNATI,OH,45224,39,39061,Hamilton County,21,39.21262,-84.519211,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061005500,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
634,6402,Hamilton County,-84.517911,39.21174,15456,1055627,ST VIVIAN SCHOOL,885 DENIER PL,CINCINNATI,OH,45224,39,39061,Hamilton County,21,39.21174,-84.517911,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061024001,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
635,6403,Hamilton County,-84.777121,39.23575,15521,BB170294,COUNTRY HILLS MONTESSORI,10111 SIMONSON RD,HARRISON,OH,45030,39,39061,Hamilton County,31,39.23575,-84.777121,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39029,39008,2021-2022,39061025401,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
639,6407,Hamilton County,-84.554771,39.2615,15525,K9304419,CENTRAL MONTESSORI ACADEMY,1904 SPRINGDALE RD,CINCINNATI,OH,45231,39,39061,Hamilton County,21,39.2615,-84.554771,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39033,39009,2021-2022,39061005800,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
645,6413,Hamilton County,-84.572771,39.11209,15451,1055456,ST LAWRENCE ELEMENTARY SCHOOL,1020 CARSON AVE,CINCINNATI,OH,45205,39,39061,Hamilton County,11,39.11209,-84.572771,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39029,39008,2021-2022,39061020902,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
647,6415,Hamilton County,-84.458781,39.13027,15458,1055671,THE SUMMIT COUNTRY DAY SCHOOL,2161 GRANDIN RD,CINCINNATI,OH,45208,39,39061,Hamilton County,11,39.13027,-84.458781,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3902,39027,39007,2021-2022,39061023521,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
648,6416,Hamilton County,-84.340201,39.26518,15519,A9903482,THE SCHILLING SCHOOL FOR GIFTED CHILDREN,8100 CORNELL RD,CINCINNATI,OH,45249,39,39061,Hamilton County,21,39.26518,-84.340201,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39028,39008,2021-2022,39061023600,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
653,6421,Hamilton County,-84.3249,39.2283,15518,A9503288,SPRINGS EAST MONTESSORI SCHOOL,9429 LOVELAND MADEIRA RD,CINCINNATI,OH,45242,39,39061,Hamilton County,21,39.2283,-84.3249,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39027,39007,2021-2022,39061026102,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
656,6424,Hamilton County,-84.485041,39.1527,15523,BB170309,ZION TEMPLE CHRISTIAN ACADEMY,3771 READING RD,CINCINNATI,OH,45229,39,39061,Hamilton County,11,39.1527,-84.485041,17140,"Cincinnati, OH-KY-IN",1,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",N,N,3901,39033,39009,2021-2022,39061021509,12047,13492,7985,4403,163,69,0,346,526,47668,,197,172,88,58,23,184,169,5797,0.326341535724874
661,6498,Hardin County,-83.445371,40.55395,15530,A1302369,LEAFY OAK SCHOOL,18843 COUNTY ROAD 245,LA RUE,OH,43332,39,39065,Hardin County,42,40.55395,-83.445371,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000700,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
662,6499,Hardin County,-83.591213,40.57415,15532,A1302449,PAROCHIAL #1,16843 STATE ROUTE 292,KENTON,OH,43326,39,39065,Hardin County,42,40.57415,-83.591213,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000700,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
663,6500,Hardin County,-83.476685,40.600405,15535,A1302548,TIMBERVIEW,15797 TWP # 235,MT. VICTORY,OH,43340,39,39065,Hardin County,42,40.600405,-83.476685,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000700,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
664,6501,Hardin County,-83.596221,40.54011,15531,A1302374,LITTLE ACORN SCHOOL,15150 TWP RD 206,RIDGEWAY,OH,43345,39,39065,Hardin County,42,40.54011,-83.596221,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000700,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
666,6503,Hardin County,-83.528267,40.619005,15533,A1302450,PAROCHIAL #2,13884 TOWNSHIP RD 199,KENTON,OH,43326,39,39065,Hardin County,42,40.619005,-83.528267,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000700,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
670,6507,Hardin County,-83.618613,40.656159,15538,A2103001,SIMON KENTON SCHOOL/HARDIN COUNTY BRD OF DD,705 N IDA ST,KENTON,OH,43326,39,39065,Hardin County,32,40.656159,-83.618613,N,N,N,N,N,N,N,3905,39083,39001,2021-2022,39065000200,47071,26824,25027,909,73,23,0,21,771,46902,,214,153,56,30,25,36,286,3137,0.03388756337608112
697,7079,Holmes County,-81.732381,40.61924,15564,A1302308,EAST FAIRVIEW SCHOOL,3177 COUNTY ROAD 160,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.61924,-81.732381,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976302,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
698,7080,Holmes County,-81.866851,40.46037,15556,A1302278,CLARK VALLEY,6621 COUNTY ROAD 59,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.46037,-81.866851,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976802,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
699,7081,Holmes County,-81.832192,40.515771,15604,A1302530,STONEY MEADOW C/O MARION TROYER,5765 TR #127,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.515771,-81.832192,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976402,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
700,7082,Holmes County,-81.852187,40.63304,15603,A1302509,SPRINGWOOD SCHOOL C/O JONAS,8089 TR #604,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.63304,-81.852187,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
701,7083,Holmes County,-81.663277,40.63905,15566,A1302313,EAST VALLEY,1245 TR 660,DUNDEE,OH,44624,39,39075,Holmes County,42,40.63905,-81.663277,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976802,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
702,7084,Holmes County,-81.794108,40.48628,15557,A1302279,CLEAR SPRINGS,2792 TR # 151,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.48628,-81.794108,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976802,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
703,7085,Holmes County,-81.74095,40.577955,15618,A1302564,WEAVERS,3212 T.R. 412,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.577955,-81.74095,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
704,7086,Holmes County,-81.784441,40.65045,15638,A1903423,EAST SALT CREEK,8771 COUNTY ROAD 77,FREDERICKSBURG,OH,44627,39,39075,Holmes County,42,40.65045,-81.784441,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976801,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
705,7087,Holmes County,-81.904503,40.599693,15559,A1302289,COUNTRY LANE,6840 TR #568,HOLMESVILLE,OH,44633,39,39075,Holmes County,41,40.599693,-81.904503,N,N,N,N,N,N,N,3907,39070,39022,2021-2022,39075976402,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
706,7088,Holmes County,-81.781007,40.497353,15555,A1302270,CHARM VIEW,3218 COUNTY ROAD 600,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.497353,-81.781007,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976801,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
707,7089,Holmes County,-81.817307,40.522623,15634,A1702884,RAINBOW VALLEY,5353 TR #355,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.522623,-81.817307,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
708,7090,Holmes County,-81.729529,40.489221,15553,A1302263,BUCKEYE SCHOOL,2969 TOWNSHIP RD 163,BALTIC,OH,43804,39,39075,Holmes County,42,40.489221,-81.729529,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976801,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
709,7091,Holmes County,-81.695546,40.571762,15632,A1702854,HICKORY HOLLOW,6000 TOWNSHIP RD 419,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.571762,-81.695546,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
710,7092,Holmes County,-81.671546,40.65357,15619,A1302565,WEST BEIDLER SCHOOL,1515 COUNTY ROAD 200,DUNDEE,OH,44624,39,39075,Holmes County,41,40.65357,-81.671546,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976302,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
711,7093,Holmes County,-81.702785,40.585558,15628,A1503033,TRAIL VIEW SCHOOLS,2280 TR 415,DUNDEE,OH,44624,39,39075,Holmes County,42,40.585558,-81.702785,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976301,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
713,7095,Holmes County,-81.868809,40.472056,15616,A1302559,WALNUT GROVE SCHOOL C/O DAVID L. TROYER,6745 TR 113,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.472056,-81.868809,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976403,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
714,7096,Holmes County,-81.849231,40.59968,15546,A1140019,GOSPEL HAVEN ACADEMY,6871 STATE ROUTE 241,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.59968,-81.849231,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976302,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
715,7097,Holmes County,-81.699571,40.540947,15617,A1302562,WALNUT VALLEY,4900 T.R. 420,SUGARCREEK,OH,44681,39,39075,Holmes County,42,40.540947,-81.699571,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976302,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
716,7098,Holmes County,-82.406211,39.53223,15545,A9702668,LOGAN CHRISTIAN SCHOOL,650 WALHONDING AVE,LOGAN,OH,43138,39,39073,Hocking County,32,39.53223,-82.406211,18140,"Columbus, OH",1,198,"Columbus-Marion-Zanesville, OH",N,N,3915,39078,39020,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
717,7099,Holmes County,-81.789966,40.582358,15565,A1302311,EAST PLAINS C/O NAOMI TROYER,6302 TR #363,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.582358,-81.789966,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976302,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
718,7100,Holmes County,-81.769783,40.494963,15607,A1302540,SUNNY MEADOWS,3990 SR 557,BALTIC,OH,43804,39,39075,Holmes County,42,40.494963,-81.769783,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
719,7101,Holmes County,-82.081521,40.6347,15606,A1302537,SUNNY ACRES,7895 COUNTY ROAD 373,BIG PRARIE,OH,44611,39,39075,Holmes County,42,40.6347,-82.081521,N,N,N,N,N,N,N,3907,39070,39022,2021-2022,39075976402,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
720,7102,Holmes County,-81.763708,40.637539,15600,A1302498,C/O BETTY MILLER,8310 TR 652,MILLERSBURG,OH,44654,39,39075,Holmes County,42,40.637539,-81.763708,N,N,N,N,N,N,N,3907,39098,39031,2021-2022,39075976401,12059,19529,16816,1283,122,127,48,322,811,46063,,167,121,107,82,46,150,264,3868,0.06569716831378974
